,Policy High rise Program switch,increase in FAR,FAR implementation year,Accelerated city growth program switch,effect of green recov,Green reconv policy start,Policy reconversion of Slums Switch,effect of reconversion rate on Policy,Slum reconv polict start year,Austerity Policy Program Switch,effect on non resi reconv of policy,reconv policy start year,Austerity effect on inflation,Auterity implementation year,Housing Finance Policy Program Switch,Housing finance effect on household spendings,Housing Finane Policy start year,Policy Relocation program Switch,effect on relocation rate,additional relocation housing factor,Housing Affordability Rating,People with No Settlements,Illegal Slum Population,Urban Non Residential Area,Green Area
0,0.2447984223831791,1.8279339891102577,2028.5121043169815,0.8983079094075821,4.462110385120571,2024.0522938317547,0.9938204397414749,2.7036660821115044,2024.2158980918373,0.49621730414441334,1.3842273716684679,2023.6377120974464,1.031563235376816,2027.3034936645563,0.9543546140584759,4.419077781414728,2020.7798949910948,0.9171470161523527,4.982145172320005,4.039511723802989,10.175422668457031,2825471.75,600000.0,69.36627960205078,4.0384440422058105
1,0.9494811319195089,4.191758050277528,2028.59454180364,0.8964327566595081,4.427544991724668,2029.1291881903412,0.9347228698875548,4.165694747201789,2021.8405535887857,0.142355387736979,4.836458525002029,2028.942786317187,1.7518867204416344,2027.2785949876315,0.9565268989372381,4.168801645211288,2020.094656330065,0.9092157542266277,4.973142211248754,3.206129366557541,9.922952651977539,2894172.5,600000.0,75.6097412109375,3.911555528640747
2,0.8257531358599635,4.171884943509888,2028.546936480232,0.5588350591985415,4.058514963770911,2029.193019382385,0.9366727729942498,4.166523086010138,2021.027757069774,0.13494313485615042,1.2742570671629774,2027.1157134729626,1.091477410135129,2027.0273177268411,0.9553227174780987,4.1796862865033955,2020.273678844719,0.9031931981210326,4.161032108063809,2.1018074543703484,9.993088722229004,3100134.25,600000.0,77.33152770996094,3.834681510925293
3,0.9143970915808093,4.346740107925497,2028.4919098633302,0.9256001285919431,4.530834411470668,2026.6447857301164,0.9956087261625973,4.430663929194658,2021.8570406275846,0.20247064623338262,4.773291725338115,2028.9183542456922,1.7579880912609616,2027.6905716735446,0.9729230024563986,4.4155938847886755,2021.6393528768567,0.8885867015380691,4.974940943224857,3.10835164897749,10.51274585723877,3607957.5,600000.0,80.6859130859375,3.13427996635437
4,0.8771691057547367,4.137026708821256,2029.703815940419,0.895532719123178,4.546890946215531,2026.6358867498452,0.9953513084908947,4.388921189168605,2020.3321624872974,0.1362135421783261,4.956216443594656,2027.3299649195624,1.7577563111504064,2027.2562578209645,0.9549182492874285,4.348940303967797,2020.375556505603,0.915829201777568,4.892751454187871,3.108802714905469,10.022419929504395,2932358.0,600000.0,77.00536346435547,3.9088563919067383
5,0.8771691057547367,4.137026708821256,2029.71870411791,0.895532719123178,4.546890946215531,2026.6358867498452,0.9970083359344364,4.270907502229454,2020.324938305457,0.1362135421783261,4.96211321459838,2027.3315145423821,1.7276796650348376,2027.275607465164,0.9549182492874285,4.337830061041295,2020.375556505603,0.915829201777568,4.890461604129485,3.108802714905469,10.02298355102539,2932268.5,600000.0,76.68517303466797,3.902993679046631
6,0.8554670003799366,4.6678552146973225,2028.5466266236592,0.5013742224882357,4.208198536811312,2026.6376375256532,0.9860097706344687,4.331237446873086,2021.408010851112,0.15959980973287038,4.671999494008897,2029.9166090022723,2.010518350785766,2027.7352069592455,0.9947448535716302,4.1859483935557416,2020.3697824290987,0.939621663550065,4.616097207753304,3.488555189536294,10.02917194366455,2882030.25,600000.0,75.58912658691406,3.922375202178955
7,0.9494811319195089,4.729654575136042,2028.5307023418945,0.8964327566595081,4.427544991724668,2028.5387471401637,0.9368091329591108,4.389562638160166,2021.2316252908092,0.1422716051596943,4.830559230503835,2028.9653221277956,1.5814864626485408,2027.2785949876315,0.9564022524437498,4.1799118881377915,2020.083611249895,0.6375262780526991,4.973142211248754,3.149271903137074,9.916243553161621,3475093.0,600000.0,80.08441162109375,4.024617671966553
8,0.9512398150124595,4.302549588744107,2028.0368693038147,0.8963417636913926,4.074565544362498,2028.2677763448376,0.9965974807861662,4.3710245462742865,2021.210269520226,0.13591551121030346,4.691504903394255,2027.4370393648135,1.9976648459039175,2027.1363883116308,0.9721233965638814,4.167365330882063,2020.1190394214116,0.8101987764044543,4.975650479145271,2.017905001756118,9.933146476745605,3479865.75,600000.0,80.54071044921875,4.025168418884277
9,0.9494811319195089,4.322792178645116,2028.59454180364,0.8964327566595081,4.285150090985911,2029.15579853038,0.9416790087759626,4.164651038003454,2021.366392104366,0.142355387736979,4.837546217968539,2028.942786317187,1.7580353769148704,2027.2940780099893,0.9566890041183881,4.168801645211288,2020.094656330065,0.9092157542266277,4.973142211248754,3.206129366557541,9.922952651977539,2894616.75,600000.0,76.0302963256836,3.913161516189575
