,Policy High rise Program switch,increase in FAR,FAR implementation year,Accelerated city growth program switch,effect of green recov,Green reconv policy start,Policy reconversion of Slums Switch,effect of reconversion rate on Policy,Slum reconv polict start year,Austerity Policy Program Switch,effect on non resi reconv of policy,reconv policy start year,Austerity effect on inflation,Auterity implementation year,Housing Finance Policy Program Switch,Housing finance effect on household spendings,Housing Finane Policy start year,Policy Relocation program Switch,effect on relocation rate,additional relocation housing factor,Relocation policy start year,Housing Affordability Rating,People with No Settlements,Illegal Slum Population,Urban Non Residential Area,Green Area
28,0.960293975806201,3.6186309278154307,2035.3174915725026,0.9699848392146025,4.251723270752776,2038.72694000717,0.8905188584301036,3.515532876065039,2044.9768841909145,0.8187033677454212,3.8749208374395168,2044.741961361458,2.979022652075734,2040.0931852625943,0.902821104559163,4.8796113381061135,2042.1399266028711,0.9194160335395223,4.922911523666907,3.742340483384378,2035.0777583365652,26.47511863708496,53704584.0,1033316.5,36.819156646728516,1.1150999069213867
29,0.5895613556216155,3.066720350881029,2044.4553230616405,0.824438470756596,4.033414721935884,2046.9874594329917,0.9410919808492294,4.188038106848333,2045.5025866135527,0.6245420253076399,3.878385572194665,2036.4437197998052,1.0029876503345085,2039.272388445481,0.825953507964179,4.782039875245068,2034.2465111261974,0.9156070645572444,4.829796585310309,3.6267619856434683,2032.5204843868514,45.852622985839844,57642908.0,600000.0,28.20137596130371,2.7568016052246094
30,0.9610078899244484,3.710855747268647,2034.9210005539892,0.9559150328139537,4.237828229203398,2045.4109161282265,0.935210062082209,1.7007337221017975,2036.4002947102153,0.8900586094089362,3.8702335876222675,2037.719303436199,3.0885677015073516,2044.3346518545306,0.9339435601111022,4.864489519412649,2041.3663803042768,0.903167007823812,4.499388233477221,3.317247430227413,2033.0205503080138,24.850698471069336,52644700.0,600000.0,34.42747116088867,1.8025918006896973
31,0.9626533963327333,3.066720350881029,2044.4553230616405,0.824438470756596,4.033414721935884,2046.9874594329917,0.9410919808492294,4.188038106848333,2045.5025866135527,0.6245420253076399,3.878385572194665,2036.4437197998052,1.1797216586014219,2044.562256587867,0.825953507964179,4.782039875245068,2033.6156067516529,0.9156070645572444,4.829796585310309,3.6267619856434683,2032.5077811649319,45.852622985839844,57677500.0,600000.0,28.327497482299805,2.775853157043457
32,0.9481442856505179,4.551814744499615,2036.3156586825112,0.9743566875601876,4.483880389545457,2043.845438261214,0.8923090534411046,1.7654566474298328,2036.7302515997733,0.8171298143174914,3.872292087588948,2044.6960472712005,1.0303187754249241,2044.2835331133176,0.9024948692672117,4.9742682722868485,2041.8708738684768,0.9678339629461467,2.4315282563784746,3.228440126394213,2042.7856841817884,25.905330657958984,52388648.0,1719756.5,33.626163482666016,1.5818777084350586
33,0.921885446231045,3.618620811405861,2034.9753782538853,0.9345451044354298,4.263319477635473,2047.2249912809013,0.9411201762262008,3.216677001857568,2045.0194038536645,0.890156519277169,3.394570117363933,2044.9837450226782,1.0464415818889743,2040.1750757113066,0.7471340748796982,4.901474161127563,2030.06479603965,0.91823408642046,4.404917195396265,1.2294436810160405,2033.008499635305,45.852622985839844,58253252.0,2183207.5,31.069568634033203,1.9424939155578613
34,0.960293975806201,3.6135492056843126,2035.3174915725026,0.9702366728156032,4.251723270752776,2038.0861483252922,0.8905188584301036,1.872128557526088,2044.8654078260236,0.8187033677454212,3.8749208374395168,2044.517627869401,2.979022652075734,2040.0931852625943,0.902821104559163,4.8796113381061135,2042.1617057358785,0.9194160335395223,4.633443933866776,3.742340483384378,2035.0777583365652,26.5197811126709,53868936.0,1069063.125,36.95697784423828,1.0572360754013062
35,0.9667916500797176,3.47207777962865,2035.1074398740188,0.7908563928606374,4.6769934699396005,2038.722157321861,0.9408474706899683,3.546986549350761,2036.1641131228598,0.8681799457670735,3.905958845576452,2037.6372350334264,3.0091550958611464,2039.2465536275645,0.9092574405366652,4.421176858642544,2033.6008608532006,0.9102631723819199,4.912051278147088,1.388818980444378,2042.506974460155,13.636190414428711,17315560.0,600000.0,30.519451141357422,2.5105502605438232
36,0.9478387482284949,4.603936433538323,2035.8345319034338,0.9743566875601876,4.952110072740401,2043.8250463899324,0.9456377243095383,1.699809200821381,2036.7475552867932,0.8895142426911601,3.9228786052316997,2044.7813477028253,1.0069975576600196,2044.2835331133176,0.9088981999936765,4.948966865954861,2041.5390627490128,0.9678339629461467,2.5441152816979775,3.2064138058260294,2041.8057258800618,25.221271514892578,53115204.0,2073712.375,34.55587387084961,1.4640001058578491
37,0.9610078899244484,3.647903779329356,2034.271344486874,0.9559150328139537,4.237828229203398,2045.4109161282265,0.935210062082209,1.7043022184734622,2036.4002947102153,0.8900642984243926,3.8702335876222675,2037.3083406017336,3.0885677015073516,2044.3346518545306,0.9339435601111022,4.864489519412649,2032.1549604989518,0.903167007823812,4.499388233477221,1.281989580832346,2033.0205503080138,11.96239948272705,15265736.0,600000.0,30.539827346801758,1.6747546195983887
